ElectionYear,Position,Name,Votes,Vot,Party,ACname,ACNo,Voteper
2005-Feb,13,Nand Lal Ram,1260,1.00%,Independent,Dehri,212,1.00
2005-Feb,14,Ram Narayan Singh,942,0.70%,Independent,Dehri,212,0.70
2005-Feb,15,Ram Jee Gond,902,0.70%,Apna Dal,Dehri,212,0.70
2005-Feb,16,Akshaivar Singh,822,0.60%,Independent,Dehri,212,0.60
2005-Feb,17,Ranjeeta Devi,763,0.60%,Jai Jawan Jai Kisan Mazdoor Congress,Dehri,212,0.60
2005-Feb,18,Shivnath Bind,761,0.60%,Independent,Dehri,212,0.60
2005-Feb,19,Raja Ram Singh,683,0.50%,Shoshit Samaj Dal (AKHIL BAHARATIYA),Dehri,212,0.50
2005-Feb,20,Manju Devi,569,0.40%,Rashtriya Lok Seva Morcha,Dehri,212,0.40
2005-Feb,21,Surendra Prasad,512,0.40%,Independent,Dehri,212,0.40
2005-Feb,1,Mahabali Singh,39988,38.10%,Rashtriya Janata Dal,Karakat,213,38.10
2005-Feb,2,Brij Kishore Vind,37762,36.00%,Bahujan Samaj Party,Karakat,213,36.00
2005-Feb,3,Virendra Singh,12705,12.10%,Samajwadi Party,Karakat,213,12.10
2005-Feb,4,D. Arshad Hussain Khan,6453,6.20%,Indian National Congress,Karakat,213,6.20
2005-Feb,5,Surya Kant Prasad,3731,3.60%,Bharatiya Janta Party,Karakat,213,3.60
2005-Feb,6,Anil Kumar Rai,2300,2.20%,Independent,Karakat,213,2.20
2005-Feb,7,Chandra Sen Gond,794,0.80%,Independent,Karakat,213,0.80
2005-Feb,8,Ram Prakash Ram,636,0.60%,Indian Justice Party,Karakat,213,0.60
2005-Feb,9,Manoj Kumar Singh,540,0.50%,Apna Dal,Karakat,213,0.50
2005-Feb,1,Jawahar Prasad,43956,37.10%,Bharatiya Janta Party,Arwal,214,37.10
2005-Feb,2,Dr. Ashok Kumar,33917,28.60%,Rashtriya Janata Dal,Arwal,214,28.60
2005-Feb,3,Salamat Ansari,20422,17.20%,Lok Jan Shakti Party,Arwal,214,17.20
2005-Feb,4,Mahendra Singh,11986,10.10%,Bahujan Samaj Party,Arwal,214,10.10
2005-Feb,5,Sugriv Singh,1732,1.50%,Independent,Arwal,214,1.50
2005-Feb,6,Mahendra Ram,1656,1.40%,Independent,Arwal,214,1.40
2005-Feb,7,Bihari Prasad,1574,1.30%,Rashtriya Lok Seva Morcha,Arwal,214,1.30
2005-Feb,8,Sakaldeo Sah,1018,0.90%,Independent,Arwal,214,0.90
2005-Feb,9,Uma Shankar Singh,820,0.70%,Samata Party,Arwal,214,0.70
2005-Feb,10,Chandan Shaw,750,0.60%,Independent,Arwal,214,0.60
2005-Feb,11,Om Prakash Gupta,742,0.60%,Samajwadi Party,Arwal,214,0.60
2005-Feb,1,Lalan Paswan,51741,43.50%,Janata Dal (United),Kurtha,215,43.50
2005-Feb,2,Mahendra Ram,30206,25.40%,Rashtriya Janata Dal,Kurtha,215,25.40
2005-Feb,3,Mangal Ram,13290,11.20%,Bahujan Samaj Party,Kurtha,215,11.20
2005-Feb,4,Sheojagi Ram,10852,9.10%,Indian National Congress,Kurtha,215,9.10
2005-Feb,5,Ashok Dhobi,7765,6.50%,Independent,Kurtha,215,6.50
2005-Feb,6,Phoola Devi,1924,1.60%,Communist Party Of India (MARXIST-LENINIST) (LIBERATION),Kurtha,215,1.60
2005-Feb,7,Chand Muni Paswan,1470,1.20%,Rashtriya Samanta Dal,Kurtha,215,1.20
2005-Feb,8,Hridya Ram,1148,1.00%,Independent,Kurtha,215,1.00
2005-Feb,9,Ashok Paswan,652,0.60%,Samajwadi Party,Kurtha,215,0.60
2005-Feb,1,Rameshwar Prasad,36183,34.30%,Bharatiya Janta Party,Jahanabad,216,34.30
2005-Feb,2,Ramji Choudhary,29248,27.70%,Rashtriya Janata Dal,Jahanabad,216,27.70
2005-Feb,3,Nishant Kumar Singh,10331,9.80%,Bahujan Samaj Party,Jahanabad,216,9.80
2005-Feb,4,Choudhary Anand Mohan Singh,7613,7.20%,Independent,Jahanabad,216,7.20
2005-Feb,5,Satyendra Singh,7458,7.10%,Lok Jan Shakti Party,Jahanabad,216,7.10
2005-Feb,6,Jyoti Ranjni,5738,5.40%,Indian National Congress,Jahanabad,216,5.40
2005-Feb,7,Ayodhya Ram,4150,3.90%,Independent,Jahanabad,216,3.90
2005-Feb,8,Law Kumar Singh Alias Dhanjee Singh,3803,3.60%,Independent,Jahanabad,216,3.60
2005-Feb,9,Shrinath Singh,643,0.60%,Samata Party,Jahanabad,216,0.60
2005-Feb,10,Shri Bhagwan Choudhary,440,0.40%,Shoshit Samaj Dal (AKHIL BAHARATIYA),Jahanabad,216,0.40
2005-Feb,1,Md.Ilyas Hussain,46196,41.20%,Rashtriya Janata Dal,Ghosi,217,41.20
2005-Feb,2,Radha Krishna Singh,23940,21.30%,Lok Jan Shakti Party,Ghosi,217,21.30
2005-Feb,3,Satyendra Kumar Singh,23391,20.90%,Bharatiya Janta Party,Ghosi,217,20.90
2005-Feb,4,Hari Shankar Prasad Singh,4888,4.40%,Independent,Ghosi,217,4.40
2005-Feb,5,Syed Qaiser Nehal,2591,2.30%,Communist Party Of India (MARXIST-LENINIST) (LIBERATION),Ghosi,217,2.30
2005-Feb,6,Pradeep Kumar Joshi,2569,2.30%,Independent,Ghosi,217,2.30
2005-Feb,7,Dev Shanker Prasad,2533,2.30%,Bahujan Samaj Party,Ghosi,217,2.30
2005-Feb,8,Kamta Prasad,1087,1.00%,Samajwadi Party,Ghosi,217,1.00
2005-Feb,9,Anirudh Prasad,1064,1.00%,Independent,Ghosi,217,1.00
2005-Feb,10,Ambika Choudhary,932,0.80%,Independent,Ghosi,217,0.80
2005-Feb,11,Ved Prakash,747,0.70%,Independent,Ghosi,217,0.70
2005-Feb,12,Indrajeet Singh,685,0.60%,Rashtriya Lok Dal,Ghosi,217,0.60
2005-Feb,13,Mithlesh Kumar Singh,593,0.50%,Independent,Ghosi,217,0.50
2005-Feb,14,Narendra Kumar Maurya,461,0.40%,Samata Party,Ghosi,217,0.40
2005-Feb,15,Nandu Prasad,262,0.20%,Independent,Ghosi,217,0.20
2005-Feb,16,Jyoti Shankar,251,0.20%,Rashtriya Samanta Dal,Ghosi,217,0.20
2005-Feb,1,Bhim Kumar Singh,46136,39.60%,Rashtriya Janata Dal,Makhadumapur (SC),218,39.60
2005-Feb,2,Virendera Kumar Singh,39458,33.80%,Janata Dal (United),Makhadumapur (SC),218,33.80
2005-Feb,3,Lal Govind Singh,12420,10.70%,Bahujan Samaj Party,Makhadumapur (SC),218,10.70
2005-Feb,4,Krishna Singh,10360,8.90%,Lok Jan Shakti Party,Makhadumapur (SC),218,8.90
2005-Feb,5,Shushil Kumar Gupta,1707,1.50%,Independent,Makhadumapur (SC),218,1.50
2005-Feb,6,Vijay Ram,1689,1.50%,Independent,Makhadumapur (SC),218,1.50
2005-Feb,7,Ram Lakhan Prasad Singh,1535,1.30%,Samajwadi Janata Party (RASHTRIYA),Makhadumapur (SC),218,1.30
2005-Feb,8,Gopal Nishad,971,0.80%,Independent,Makhadumapur (SC),218,0.80
2005-Feb,9,Basudeo Ram,651,0.60%,Independent,Makhadumapur (SC),218,0.60
2005-Feb,10,Niranjan Singh,472,0.40%,Independent,Makhadumapur (SC),218,0.40
2005-Feb,11,Vijay Kumar Singh,424,0.40%,Samajwadi Party,Makhadumapur (SC),218,0.40
2005-Feb,12,Ram Adhin Singh,415,0.40%,Independent,Makhadumapur (SC),218,0.40
2005-Feb,13,Ram Pravesh Chaudhary,358,0.30%,Independent,Makhadumapur (SC),218,0.30
2005-Feb,1,Renu Devi,32677,33.80%,Janata Dal (United),Goh,219,33.80
2005-Feb,2,Suresh Paswan,26919,27.90%,Rashtriya Janata Dal,Goh,219,27.90
2005-Feb,3,Kusum Devi,12438,12.90%,Lok Jan Shakti Party,Goh,219,12.90
2005-Feb,4,Ram Pravesh Bhuiyan,10439,10.80%,Bahujan Samaj Party,Goh,219,10.80
2005-Feb,5,Rajesh Kumar,6348,6.60%,Independent,Goh,219,6.60
2005-Feb,6,Lalan Ram,2721,2.80%,Independent,Goh,219,2.80
2005-Feb,7,Munarik Ram,1864,1.90%,Communist Party Of India (MARXIST-LENINIST) (LIBERATION),Goh,219,1.90
2005-Feb,8,Binod Paswan,1298,1.30%,Independent,Goh,219,1.30
2005-Feb,9,Hari Ram,1037,1.10%,Samajwadi Party,Goh,219,1.10
2005-Feb,10,Ramdeo Ram,866,0.90%,Independent,Goh,219,0.90
2005-Feb,1,Ramadhar Singh,68726,49.70%,Bharatiya Janta Party,Obra,220,49.70
2005-Feb,2,Baijnath Mehta,45001,32.50%,Rashtriya Janata Dal,Obra,220,32.50
2005-Feb,3,Anant Vijay Prasad Singh,8467,6.10%,Lok Jan Shakti Party,Obra,220,6.10
2005-Feb,4,Akbarul Hassan Khan,6685,4.80%,Bahujan Samaj Party,Obra,220,4.80
2005-Feb,5,Sunil Kumar,1810,1.30%,Independent,Obra,220,1.30
2005-Feb,6,Kaushal Singh,1548,1.10%,Nationalist Congress Party,Obra,220,1.10
2005-Feb,7,Akela Prasad Mahto,1205,0.90%,Apna Dal,Obra,220,0.90
2005-Feb,8,Ku. Sidheshwar Vidyarthi,1173,0.90%,Independent,Obra,220,0.90
2005-Feb,9,Ram Pravesh Bharti,954,0.70%,Rashtriya Garib Dal,Obra,220,0.70
2005-Feb,10,Sitaram Mehra,649,0.50%,Independent,Obra,220,0.50
2005-Feb,11,Sanjay Kumar Singh,628,0.50%,Akhil Bharatiya Jan Sangh,Obra,220,0.50
2005-Feb,12,Arun Kumar Singh,608,0.40%,Independent,Obra,220,0.40
2005-Feb,13,Kumar Bachoo Narain Singh,595,0.40%,Independent,Obra,220,0.40
2005-Feb,14,Arvind Singh,348,0.30%,Independent,Obra,220,0.30
2005-Feb,1,Md. Nehaluddin,40277,42.20%,Rashtriya Janata Dal,Nabinagar,221,42.20
2005-Feb,2,Brijmohan Singh,15782,16.50%,Janata Dal (United),Nabinagar,221,16.50
2005-Feb,3,Ashok Kumar Singh,13128,13.80%,Lok Jan Shakti Party,Nabinagar,221,13.80
2005-Feb,4,Dr. Vijay Kumar Singh,10440,10.90%,Indian National Congress,Nabinagar,221,10.90
2005-Feb,5,Md. Abdul Qudus Ansari,6119,6.40%,Bahujan Samaj Party,Nabinagar,221,6.40
2005-Feb,6,Ranjeet Yadav,2202,2.30%,Independent,Nabinagar,221,2.30
2005-Feb,7,Prof. Jairam Prasad Singh,1799,1.90%,Shoshit Samaj Party,Nabinagar,221,1.90
2005-Feb,8,Tulsi Yadav,1661,1.70%,Samajwadi Party,Nabinagar,221,1.70
2005-Feb,9,Indradeo Paswan,1404,1.50%,Indian Justice Party,Nabinagar,221,1.50
2005-Feb,10,Minhajul Ekram,1299,1.40%,Independent,Nabinagar,221,1.40
2005-Feb,11,Dhirendra Kumar Sinha,838,0.90%,Independent,Nabinagar,221,0.90
2005-Feb,12,Nurul Hoda Khan,537,0.60%,Independent,Nabinagar,221,0.60
2005-Feb,1,Satya Narayan Singh,38575,32.60%,Rashtriya Janata Dal,Kutumba (SC),222,32.60
2005-Feb,2,Raja Ram Singh,34700,29.30%,Communist Party Of India (MARXIST-LENINIST) (LIBERATION),Kutumba (SC),222,29.30
2005-Feb,3,Shaligram Singh,15993,13.50%,Janata Dal (United),Kutumba (SC),222,13.50
2005-Feb,4,Shambhu Prasad,9450,8.00%,Independent,Kutumba (SC),222,8.00
2005-Feb,5,Radheshyam Singh,6727,5.70%,Indian National Congress,Kutumba (SC),222,5.70
2005-Feb,6,Ranjit Singh,4638,3.90%,Bahujan Samaj Party,Kutumba (SC),222,3.90
2005-Feb,7,Dr. Ram Raj Ram,2563,2.20%,Independent,Kutumba (SC),222,2.20
2005-Feb,8,Rajiv Ranjan Singh,2019,1.70%,Samajwadi Party,Kutumba (SC),222,1.70
2005-Feb,9,Satyendra Ram,1484,1.30%,Indian Justice Party,Kutumba (SC),222,1.30
2005-Feb,10,Jayram Singh,826,0.70%,Independent,Kutumba (SC),222,0.70
2005-Feb,11,Radheshyam Ram,739,0.60%,Independent,Kutumba (SC),222,0.60
2005-Feb,12,Vinod Ram,621,0.50%,Independent,Kutumba (SC),222,0.50
2005-Feb,1,Dr. Ranvijay Kumar,27812,29.50%,Janata Dal (United),Aurangabad,223,29.50
2005-Feb,2,Kaukab Kadari,21953,23.30%,Indian National Congress,Aurangabad,223,23.30
2005-Feb,3,Kauleshwar Prasad Yadav,20270,21.50%,Rashtriya Janata Dal,Aurangabad,223,21.50
2005-Feb,4,Ram Ayodhya Prasad Yadav,12210,12.90%,Independent,Aurangabad,223,12.90
2005-Feb,5,Shambhu Sharan Singh,6320,6.70%,Bahujan Samaj Party,Aurangabad,223,6.70
2005-Feb,6,Sitaram Dukhari,1207,1.30%,Apna Dal,Aurangabad,223,1.30
2005-Feb,7,Urmila Devi,1137,1.20%,Communist Party Of India (MARXIST-LENINIST) (LIBERATION),Aurangabad,223,1.20
2005-Feb,8,Asutosh Kumar Singh,717,0.80%,Federal Congress Of India,Aurangabad,223,0.80
2005-Feb,9,Dilip Kumar Singh,654,0.70%,Independent,Aurangabad,223,0.70
2005-Feb,10,Rakesh Ranjan,605,0.60%,Independent,Aurangabad,223,0.60
2005-Feb,11,Mohammad Hamid Ansari,498,0.50%,Samajwadi Party,Aurangabad,223,0.50
2005-Feb,12,Chitranjan Sharma,302,0.30%,Independent,Aurangabad,223,0.30
2005-Feb,13,Arvind Ram,295,0.30%,Independent,Aurangabad,223,0.30
2005-Feb,14,Rajesh Kumar Singh,240,0.30%,Shoshit Samaj Dal (AKHIL BAHARATIYA),Aurangabad,223,0.30
2005-Feb,15,Anil Kumar,221,0.20%,Independent,Aurangabad,223,0.20
2005-Feb,1,Dularchand Singh,28864,30.10%,Lok Jan Shakti Party,Rafiganj,224,30.10
2005-Feb,2,Veena Devi,18983,19.80%,Rashtriya Janata Dal,Rafiganj,224,19.80
2005-Feb,3,Ranjit Kumar,18929,19.70%,Janata Dal (United),Rafiganj,224,19.70
2005-Feb,4,Anwar Hussain,17851,18.60%,Communist Party Of India (MARXIST-LENINIST) (LIBERATION),Rafiganj,224,18.60
2005-Feb,5,Dhananjay Mistri,3453,3.60%,Bahujan Samaj Party,Rafiganj,224,3.60
2005-Feb,6,Shalendra Rajwar,1200,1.30%,Independent,Rafiganj,224,1.30
2005-Feb,7,Baleshwar Ram,900,0.90%,Indian Justice Party,Rafiganj,224,0.90
2005-Feb,8,Kamta Prasad,830,0.90%,Rashtriya Lok Dal,Rafiganj,224,0.90
2005-Feb,9,Kamla Chaudhary,796,0.80%,Independent,Rafiganj,224,0.80
2005-Feb,10,Amrendra Kumar,699,0.70%,Independent,Rafiganj,224,0.70
2005-Feb,11,Dharmendra Singh,675,0.70%,Independent,Rafiganj,224,0.70
2005-Feb,12,Dhupendra Prasad Singh,528,0.60%,Apna Dal,Rafiganj,224,0.60
2005-Feb,13,Subhash Chandra Yadav,464,0.50%,Independent,Rafiganj,224,0.50
2005-Feb,14,Md. Anamul Haque,455,0.50%,Independent,Rafiganj,224,0.50
2005-Feb,15,Ravindra Singh,353,0.40%,Independent,Rafiganj,224,0.40
2005-Feb,16,Hasnat Khan,297,0.30%,Independent,Rafiganj,224,0.30
2005-Feb,17,Lekha Paswan,279,0.30%,Independent,Rafiganj,224,0.30
2005-Feb,18,Dhananjay Singh,239,0.30%,Independent,Rafiganj,224,0.30
2005-Feb,19,Soni Kumari,166,0.20%,Independent,Rafiganj,224,0.20
2005-Feb,1,Suchitra Sinha,43736,42.20%,Lok Jan Shakti Party,Gurua,225,42.20
2005-Feb,2,Mahesh Prasad Yadav,41894,40.40%,Rashtriya Janata Dal,Gurua,225,40.40
2005-Feb,3,Prem Kumar Mani,5599,5.40%,Janata Dal (United),Gurua,225,5.40
2005-Feb,4,Rajesh Kumar,3995,3.90%,Bahujan Samaj Party,Gurua,225,3.90
2005-Feb,5,Rajeshwari Yadav,2719,2.60%,Communist Party Of India (MARXIST-LENINIST) (LIBERATION),Gurua,225,2.60
2005-Feb,6,Anuj Singh,1568,1.50%,Independent,Gurua,225,1.50
2005-Feb,7,Uday Singh,1087,1.10%,Indian Justice Party,Gurua,225,1.10
2005-Feb,8,Ranjit Kumar Patel,771,0.70%,Independent,Gurua,225,0.70
2005-Feb,9,Sanjay Kumar Singh,685,0.70%,Independent,Gurua,225,0.70
2005-Feb,10,Vimal Kumar,661,0.60%,Independent,Gurua,225,0.60
2005-Feb,11,Arvind Prasad Singh,311,0.30%,Independent,Gurua,225,0.30
2005-Feb,12,Kamlesh Kumar,286,0.30%,Independent,Gurua,225,0.30
2005-Feb,13,Virendra Kumar,266,0.30%,Independent,Gurua,225,0.30
2005-Feb,14,Deochand Chaudhary,155,0.20%,Independent,Gurua,225,0.20
2005-Feb,1,Ramashray Prasad Singh,44050,45.90%,Lok Jan Shakti Party,Sherghati,226,45.90
2005-Feb,2,Bagi Kumar Varma,39479,41.10%,Rashtriya Janata Dal,Sherghati,226,41.10
2005-Feb,3,Sheo Ratan Singh,2472,2.60%,Communist Party Of India (MARXIST-LENINIST) (LIBERATION),Sherghati,226,2.60
2005-Feb,4,Shantnu Paswan,1949,2.00%,Bahujan Samaj Party,Sherghati,226,2.00
2005-Feb,5,Shyam Kishor Sharma,1875,2.00%,Janata Dal (United),Sherghati,226,2.00
2005-Feb,6,Mahendra Prasad Yadav,1846,1.90%,Independent,Sherghati,226,1.90
2005-Feb,7,Sanjay Kumar,1280,1.30%,Independent,Sherghati,226,1.30
2005-Feb,8,Rama Kant Sharma,947,1.00%,Independent,Sherghati,226,1.00
2005-Feb,9,Ranjan Kumar,889,0.90%,Independent,Sherghati,226,0.90
2005-Feb,10,Chitranjan Kumar,708,0.70%,Independent,Sherghati,226,0.70
2005-Feb,11,Manoj Kumar,325,0.30%,Independent,Sherghati,226,0.30
2005-Feb,12,Tripurari Sharan,203,0.20%,Independent,Sherghati,226,0.20
2005-Feb,1,Sachita Nand Yadav,42729,42.60%,Rashtriya Janata Dal,Imamganj (SC),227,42.60
2005-Feb,2,Gopal Sharma,29289,29.20%,Lok Jan Shakti Party,Imamganj (SC),227,29.20
2005-Feb,3,Kamlesh Sharma,13021,13.00%,Communist Party Of India (MARXIST-LENINIST) (LIBERATION),Imamganj (SC),227,13.00
2005-Feb,4,Radha Mohan Sharma,8197,8.20%,Bharatiya Janta Party,Imamganj (SC),227,8.20
2005-Feb,5,Kalamuddin,3773,3.80%,Bahujan Samaj Party,Imamganj (SC),227,3.80
2005-Feb,6,Soh Rao Sah,1211,1.20%,Independent,Imamganj (SC),227,1.20
2005-Feb,7,Kusum Devi,1089,1.10%,Independent,Imamganj (SC),227,1.10
2005-Feb,8,Awadh Yadav,921,0.90%,Independent,Imamganj (SC),227,0.90
2005-Feb,1,Jagdish Sharma,55262,55.50%,Independent,Barachatti (SC),228,55.50
2005-Feb,2,Ajay Singh,30389,30.50%,Rashtriya Janata Dal,Barachatti (SC),228,30.50
2005-Feb,3,Kunti Devi,10769,10.80%,Communist Party Of India (MARXIST-LENINIST) (LIBERATION),Barachatti (SC),228,10.80
2005-Feb,4,Suryadeo Prasad,1281,1.30%,Bahujan Samaj Party,Barachatti (SC),228,1.30
2005-Feb,5,Sadhu Sinha,966,1.00%,Apna Dal,Barachatti (SC),228,1.00
2005-Feb,6,Abhay Kumar Anil,897,0.90%,Independent,Barachatti (SC),228,0.90
2005-Feb,1,Surendra Prasad Yadav,59154,55.80%,Rashtriya Janata Dal,Bodh Gaya (SC),229,55.80
2005-Feb,2,Md. Amjad,35911,33.90%,Lok Jan Shakti Party,Bodh Gaya (SC),229,33.90
2005-Feb,3,Sunil Kumar,3156,3.00%,Samajwadi Party,Bodh Gaya (SC),229,3.00
2005-Feb,4,Mukesh Kumar,2572,2.40%,Bharatiya Janta Party,Bodh Gaya (SC),229,2.40
2005-Feb,5,Ramanand Upadhaya,1488,1.40%,Bahujan Samaj Party,Bodh Gaya (SC),229,1.40
2005-Feb,6,Ganesh Das,1273,1.20%,Communist Party Of India (MARXIST-LENINIST) (LIBERATION),Bodh Gaya (SC),229,1.20
2005-Feb,7,Ajay Kumar Singh,1255,1.20%,Independent,Bodh Gaya (SC),229,1.20
2005-Feb,8,Awadhesh Yadav,594,0.60%,Independent,Bodh Gaya (SC),229,0.60
2005-Feb,9,Md. Abul Lais,329,0.30%,Independent,Bodh Gaya (SC),229,0.30
2005-Feb,10,Arbind Mishra,273,0.30%,Independent,Bodh Gaya (SC),229,0.30
2005-Feb,1,Dr. Anil Kumar,39052,37.20%,Lok Jan Shakti Party,Gaya Town,230,37.20
2005-Feb,2,Mahesh Singh Yadav,33509,31.90%,Rashtriya Janata Dal,Gaya Town,230,31.90
2005-Feb,3,Sheo Bachan Yadav,11095,10.60%,Independent,Gaya Town,230,10.60
2005-Feb,4,Lalita Singh,9445,9.00%,Bharatiya Janta Party,Gaya Town,230,9.00
2005-Feb,5,Rajesh Kumar Alias Munna Raj,5988,5.70%,Bahujan Samaj Party,Gaya Town,230,5.70
2005-Feb,6,Rajendra Yadav,1969,1.90%,Independent,Gaya Town,230,1.90
2005-Feb,7,Sanjay Kumar,1100,1.10%,Independent,Gaya Town,230,1.10
2005-Feb,8,Md. Noushad Alam,1067,1.00%,Independent,Gaya Town,230,1.00
2005-Feb,9,Jagdish Yadav,625,0.60%,Independent,Gaya Town,230,0.60
2005-Feb,10,Bhola Paswan,455,0.40%,Independent,Gaya Town,230,0.40
2005-Feb,11,Bagesh Sharma,400,0.40%,Independent,Gaya Town,230,0.40
2005-Feb,12,Jitendra Yadav,273,0.30%,Independent,Gaya Town,230,0.30
2005-Feb,1,Awadhesh Kumar Singh,57403,51.40%,Independent,Tikari,231,51.40
2005-Feb,2,Dr. Binod Kumar Yadvendu,32263,28.90%,Rashtriya Janata Dal,Tikari,231,28.90
2005-Feb,3,Dr. Ram Kumar Mehta,11389,10.20%,Janata Dal (United),Tikari,231,10.20
2005-Feb,4,Veena Ray,2126,1.90%,Bahujan Samaj Party,Tikari,231,1.90
2005-Feb,5,Ramkeshwer Prasad Yadav,2057,1.80%,Lok Jan Shakti Party,Tikari,231,1.80
2005-Feb,6,Vinod Kumar Singh,2010,1.80%,Independent,Tikari,231,1.80
2005-Feb,7,Aditya Paswan,870,0.80%,Independent,Tikari,231,0.80
2005-Feb,8,Ram Ashish Singh,637,0.60%,Independent,Tikari,231,0.60
2005-Feb,8,Saroj Devi,637,0.60%,Rashtriya Lok Dal,Tikari,231,0.60
2005-Feb,10,Jugal Kishore Prasad,559,0.50%,Shoshit Samaj Dal (AKHIL BAHARATIYA),Tikari,231,0.50
2005-Feb,11,Gopal Sharan Chaudhary,474,0.40%,Independent,Tikari,231,0.40
2005-Feb,12,Mahaveer Ram,439,0.40%,Independent,Tikari,231,0.40
2005-Feb,13,Puran Chaudhary,384,0.30%,Independent,Tikari,231,0.30
2005-Feb,14,Mohan Prasad,371,0.30%,Independent,Tikari,231,0.30
2005-Feb,1,Prem Kumar,42967,46.70%,Bharatiya Janta Party,Belaganj,232,46.70
2005-Feb,2,Masood Manjar,22380,24.30%,Communist Party Of India,Belaganj,232,24.30
2005-Feb,3,Lalita Devi,5456,5.90%,Bahujan Samaj Party,Belaganj,232,5.90
2005-Feb,4,Dr. Bhim Singh Yadav,5410,5.90%,Indian National Congress,Belaganj,232,5.90
2005-Feb,5,Akhauri Onkar Nath Alias Mohan Shrivastava,5326,5.80%,Independent,Belaganj,232,5.80
2005-Feb,6,Md. Alhas Ahmad,2635,2.90%,Lok Jan Shakti Party,Belaganj,232,2.90
2005-Feb,7,Akhauri Niranjan Prasad,1911,2.10%,Independent,Belaganj,232,2.10
2005-Feb,8,Renuka Palit,1385,1.50%,Samajwadi Party,Belaganj,232,1.50
2005-Feb,9,Shyam Lal Prasad,1368,1.50%,Communist Party Of India (MARXIST-LENINIST) (LIBERATION),Belaganj,232,1.50
2005-Feb,10,Vijay Kumar Mithu,1249,1.40%,Independent,Belaganj,232,1.40
2005-Feb,11,Suresh Hijara,848,0.90%,Samajwadi Janata Party (RASHTRIYA),Belaganj,232,0.90
2005-Feb,12,Binod Kumar,466,0.50%,Samata Party,Belaganj,232,0.50
2005-Feb,13,Lakshmi Ram,384,0.40%,Independent,Belaganj,232,0.40
2005-Feb,14,Rajesh Prasad Yadav,321,0.40%,Apna Dal,Belaganj,232,0.40
2005-Feb,1,Uday Narayan Chaudhary,24454,30.20%,Janata Dal (United),Atri,233,30.20
2005-Feb,2,Ram Swarup Paswan,23183,28.60%,Rashtriya Janata Dal,Atri,233,28.60
2005-Feb,3,Sujeet Manjhi,20505,25.30%,Indian National Congress,Atri,233,25.30
2005-Feb,4,Heera Prasad,5127,6.30%,Bahujan Samaj Party,Atri,233,6.30
2005-Feb,5,Phakir Chand Das,1803,2.20%,Awami Party,Atri,233,2.20
2005-Feb,6,Sri Chand Singh,1739,2.20%,Independent,Atri,233,2.20
2005-Feb,7,Amlesh Kumar Singh,1326,1.60%,Independent,Atri,233,1.60
2005-Feb,8,Rajesh Kumar,1001,1.20%,Lok Jan Shakti Party,Atri,233,1.20
2005-Feb,9,Vishnudeo Singh,983,1.20%,Communist Party Of India (MARXIST-LENINIST) (LIBERATION),Atri,233,1.20
2005-Feb,10,Ramwali Rishiyasan,871,1.10%,Independent,Atri,233,1.10
2005-Feb,1,Shakeel Ahmad Khan,48966,44.10%,Rashtriya Janata Dal,Wazirganj,234,44.10
2005-Feb,2,Veer Bhadra Yashraj,33973,30.60%,Lok Jan Shakti Party,Wazirganj,234,30.60
2005-Feb,3,Amrendra Kumar Singh,16422,14.80%,Bharatiya Janta Party,Wazirganj,234,14.80
2005-Feb,4,Umesh Prasad,4853,4.40%,Bahujan Samaj Party,Wazirganj,234,4.40
2005-Feb,5,Suneel Kumar,2040,1.80%,Independent,Wazirganj,234,1.80
2005-Feb,6,S.M.Ubaidullah,1377,1.20%,Samajwadi Party,Wazirganj,234,1.20
2005-Feb,7,Anjar Khan,943,0.90%,Independent,Wazirganj,234,0.90
2005-Feb,8,Usha Kumari Yadav,783,0.70%,Independent,Wazirganj,234,0.70
2005-Feb,9,Ramchandra Prasad Singh,646,0.60%,Independent,Wazirganj,234,0.60
2005-Feb,10,Vidyapati Devi,636,0.60%,Independent,Wazirganj,234,0.60
2005-Feb,11,Sarful Haq Khan,371,0.30%,Independent,Wazirganj,234,0.30
2005-Feb,1,Phoolchand Manjhi,45164,45.20%,Rashtriya Janata Dal,Rajauli (SC),235,45.20
2005-Feb,2,Mauji Ram,21766,21.80%,Lok Jan Shakti Party,Rajauli (SC),235,21.80
2005-Feb,3,Anil Kumar Prasad,12126,12.10%,Bharatiya Janta Party,Rajauli (SC),235,12.10
2005-Feb,4,Mamta Kumari,8063,8.10%,Independent,Rajauli (SC),235,8.10
2005-Feb,5,Sharmila Bharati,2898,2.90%,Bahujan Samaj Party,Rajauli (SC),235,2.90
2005-Feb,6,Ram Uday Prasad,1306,1.30%,Independent,Rajauli (SC),235,1.30
2005-Feb,7,Niranjan Ram,1223,1.20%,Independent,Rajauli (SC),235,1.20
2005-Feb,8,Kali Prasad,1203,1.20%,Independent,Rajauli (SC),235,1.20
2005-Feb,9,Kishore Paswan,1072,1.10%,Janhit Samaj Party,Rajauli (SC),235,1.10
2005-Feb,10,Rajendra Manjhi,1023,1.00%,Independent,Rajauli (SC),235,1.00
2005-Feb,11,Saudager Das,975,1.00%,Independent,Rajauli (SC),235,1.00
2005-Feb,12,Balchand Choudhry,946,1.00%,Independent,Rajauli (SC),235,1.00
