ElectionYear,Position,Name,Votes,Vot,Party,ACname,ACNo,Voteper
2015,22,Dinesh Singh,437,0.30%,Bhartiya Deshbhakt Party,Jagdishpur,197,0.30
2015,1,Rahul Tiwary,69315,47.80%,Rashtriya Janata Dal,Shahpur,198,47.80
2015,2,Visheshwar Ojha,54745,37.70%,Bharatiya Janta Party,Shahpur,198,37.70
2015,3,Krishna Bihari Singh,3680,2.50%,Jan Adhikar Party (Loktantrik),Shahpur,198,2.50
2015,4,Sachin Kumar Gupta,2914,2.00%,Independent,Shahpur,198,2.00
2015,5,Radha Bihari Ojha,2337,1.60%,Independent,Shahpur,198,1.60
2015,6,Mithiles Choubey,2129,1.50%,Bahujan Samaj Party,Shahpur,198,1.50
2015,7,Binod Kumar Tiwary,1803,1.20%,Independent,Shahpur,198,1.20
2015,8,Lal Bahadur Mahato,1310,0.90%,Samras Samaj Party,Shahpur,198,0.90
2015,9,Brinda Nand Singh,1138,0.80%,Communist Party Of India (Marxist-Leninist) (Liberation),Shahpur,198,0.80
2015,10,Manmohan Kumar Mishra,902,0.60%,Independent,Shahpur,198,0.60
2015,11,Ravindra Kumar Tiwary,876,0.60%,Independent,Shahpur,198,0.60
2015,12,Gauttam Ojha,543,0.40%,Independent,Shahpur,198,0.40
2015,13,Nanhak Singh,429,0.30%,Bahujan Mukti Party,Shahpur,198,0.30
2015,14,Subhash Chandra Yadav,382,0.30%,Samajwadi Party,Shahpur,198,0.30
2015,1,Shambhu Nath Yadav,94079,52.00%,Rashtriya Janata Dal,Bodh Gaya,229,52.00
2015,2,Vivek Thakur,63303,35.00%,Bharatiya Janta Party,Bodh Gaya,229,35.00
2015,3,Ajit Chaudhary,5690,3.20%,Bahujan Samaj Party,Bodh Gaya,229,3.20
2015,4,Ayodhaya Kumar Singh,3330,1.80%,Communist Party Of India (Marxist-Leninist) (Liberation),Bodh Gaya,229,1.80
2015,5,Ramesh Kumar,2736,1.50%,Independent,Bodh Gaya,229,1.50
2015,6,Prabind Kumar Singh,1733,1.00%,Communist Party Of India,Bodh Gaya,229,1.00
2015,7,Vyas Muni Ojha,1493,0.80%,Independent,Bodh Gaya,229,0.80
2015,8,Manoj Kumar Singh,1435,0.80%,Shiv Sena,Bodh Gaya,229,0.80
2015,9,Subhash Pandey,1394,0.80%,Independent,Bodh Gaya,229,0.80
2015,10,Praphull Tiwari,908,0.50%,Independent,Bodh Gaya,229,0.50
2015,11,Sunil Chaturvedi,906,0.50%,Samajwadi Party,Bodh Gaya,229,0.50
2015,12,Damodar Yadav,864,0.50%,Jan Adhikar Party (Loktantrik),Bodh Gaya,229,0.50
2015,13,Parshu Ram Prasad,404,0.20%,Bahujan Mukti Party,Bodh Gaya,229,0.20
2015,1,Sanjay Kumar Tiwari Alias Munna Tiwari,66527,41.40%,Indian National Congress,Buxar,200,41.40
2015,2,Pradeep Dubey,56346,35.10%,Bharatiya Janta Party,Buxar,200,35.10
2015,3,Saroj Kumar Rajbhar,15298,9.50%,Bahujan Samaj Party,Buxar,200,9.50
2015,4,Bhagwati Prasad Srivastva,2786,1.70%,Communist Party Of India,Buxar,200,1.70
2015,5,Ashok Kumar Singh,2491,1.60%,Independent,Buxar,200,1.60
2015,6,Manoj Kumar Singh,1738,1.10%,Independent,Buxar,200,1.10
2015,7,Aravind Kumar Pandey,1512,0.90%,Independent,Buxar,200,0.90
2015,8,Ramesar Noniya,1473,0.90%,Shiv Sena,Buxar,200,0.90
2015,9,Shivji Pandey,1352,0.80%,Independent,Buxar,200,0.80
2015,10,Dhirendra Kumar Choudhary,1316,0.80%,Communist Party Of India (MARXIST),Buxar,200,0.80
2015,11,Dr. Shobh Nath Ram Anokha,836,0.50%,Bahujan Mukti Party,Buxar,200,0.50
2015,12,Gorakh Nath Rajbhar,668,0.40%,Independent,Buxar,200,0.40
2015,13,Ajay Kumar Mishra,635,0.40%,Independent,Buxar,200,0.40
2015,14,Baban Singh,598,0.40%,Samras Samaj Party,Buxar,200,0.40
2015,15,Seema Singh,597,0.40%,Independent,Buxar,200,0.40
2015,16,Shivnath Gandhi,554,0.30%,Independent,Buxar,200,0.30
2015,17,Ashwini Kumar Rai,481,0.30%,Aarakshan Virodhi Party,Buxar,200,0.30
2015,18,Umashankar Pandey,460,0.30%,Independent,Buxar,200,0.30
2015,19,Surya Kumar Yadav,440,0.30%,Samajwadi Party,Buxar,200,0.30
2015,20,Sankat Mochchan Pandey,398,0.30%,Independent,Buxar,200,0.30
2015,21,Usha Dubey,378,0.20%,Hind Congress Party,Buxar,200,0.20
2015,22,Dhananjay Kumar Dubey,371,0.20%,Sarvajan Kalyan Loktantrik Party,Buxar,200,0.20
2015,23,Deo Narayan Singh Yadav,371,0.20%,Independent,Buxar,200,0.20
2015,24,Prabhu Nath Yadav,358,0.20%,Independent,Buxar,200,0.20
2015,25,Tafir Husain,335,0.20%,Hindustan Vikas Dal,Buxar,200,0.20
2015,26,Deo Narayan Ojha,330,0.20%,Congress (Secular),Buxar,200,0.20
2015,27,Nirmala Devi,319,0.20%,Independent,Buxar,200,0.20
2015,28,Mahesh Chaubey,317,0.20%,Independent,Buxar,200,0.20
2015,29,Govind Singh,311,0.20%,Independent,Buxar,200,0.20
2015,1,Dadan Yadav,81081,47.90%,Janata Dal (United),Dumraon,201,47.90
2015,2,Ram Bihari Singh,50742,30.00%,Rashtriya Lok Samta Party,Dumraon,201,30.00
2015,3,Srikant Singh,14656,8.70%,Independent,Dumraon,201,8.70
2015,4,Sushila Devi,4216,2.50%,Communist Party Of India (Marxist-Leninist) (Liberation),Dumraon,201,2.50
2015,5,Daud Ali,4216,2.50%,Jan Adhikar Party (Loktantrik),Dumraon,201,2.50
2015,6,Pradeep Kumar,3033,1.80%,Bahujan Samaj Party,Dumraon,201,1.80
2015,7,Rahul Pratap Singh,1684,1.00%,Independent,Dumraon,201,1.00
2015,8,Sheo Gopal Choudhary,1081,0.60%,Independent,Dumraon,201,0.60
2015,9,Niraj Kumar Singh,795,0.50%,Independent,Dumraon,201,0.50
2015,10,Arabind Kumar Pandey,753,0.40%,Independent,Dumraon,201,0.40
2015,11,Mohammad Afzal Ansari,736,0.40%,Independent,Dumraon,201,0.40
2015,12,Ravi Shankar Rai,726,0.40%,Independent,Dumraon,201,0.40
2015,13,Ravi Rai,704,0.40%,Independent,Dumraon,201,0.40
2015,14,Vinit Kumar Mishra,414,0.20%,Janta Dal Rashtravadi,Dumraon,201,0.20
2015,15,Dhiraj Kumar,402,0.20%,Independent,Dumraon,201,0.20
2015,16,Deo Kant Mishra,310,0.20%,Independent,Dumraon,201,0.20
2015,1,Santosh Kumar Nirala,84184,48.00%,Janata Dal (United),Rajpur,202,48.00
2015,2,Bishawnath Ram,51396,29.30%,Bharatiya Janta Party,Rajpur,202,29.30
2015,3,Lalji Ram,17031,9.70%,Bahujan Samaj Party,Rajpur,202,9.70
2015,4,Ajad Paswan,5540,3.20%,Suheldev Bhartiya Samaj Party,Rajpur,202,3.20
2015,5,Raj Bali Ram,3495,2.00%,Independent,Rajpur,202,2.00
2015,6,Surendra Paswan,2940,1.70%,Independent,Rajpur,202,1.70
2015,7,Ramashanker Ram,2143,1.20%,Communist Party Of India (Marxist-Leninist) (Liberation),Rajpur,202,1.20
2015,8,Anand Bardhan,1376,0.80%,Jan Adhikar Party (Loktantrik),Rajpur,202,0.80
2015,9,Manoj Kumar Ram,1302,0.70%,Independent,Rajpur,202,0.70
2015,10,Jagdish Paswan Alias Jagdish Ram,717,0.40%,Independent,Rajpur,202,0.40
2015,11,Chhedi Lal Ram,614,0.40%,Samajwadi Party,Rajpur,202,0.40
2015,12,Virendra Kumar,518,0.30%,Shiv Sena,Rajpur,202,0.30
2015,13,Niwas Ram Dusadh,500,0.30%,Bahujan Mukti Party,Rajpur,202,0.30
2015,14,Manoj Kumar,424,0.20%,Jharkhand Mukti Morcha,Rajpur,202,0.20
2015,15,Tarkeshwar Paswan,415,0.20%,Garib Janta Dal (Secular),Rajpur,202,0.20
2015,1,Ashok Kumar Singh,57501,37.20%,Bharatiya Janta Party,Ramgarh,203,37.20
2015,2,Ambika Singh,49490,32.00%,Rashtriya Janata Dal,Ramgarh,203,32.00
2015,3,Pramod Singh Alias Pappu Singh,35796,23.20%,Bahujan Samaj Party,Ramgarh,203,23.20
2015,4,Hari Narayan Bind,3641,2.40%,Jai Hind Samaj Party,Ramgarh,203,2.40
2015,5,Yogendra Singh,1407,0.90%,Samajwadi Party,Ramgarh,203,0.90
2015,6,Subash Singh,1015,0.70%,Independent,Ramgarh,203,0.70
2015,7,Baban Singh,898,0.60%,Communist Party Of India (Marxist-Leninist) (Liberation),Ramgarh,203,0.60
2015,8,Shivpujan Kewat,680,0.40%,Independent,Ramgarh,203,0.40
2015,9,Ram Sudhakar Tiwari,608,0.40%,Hind Congress Party,Ramgarh,203,0.40
2015,10,Rajnath Singh,520,0.30%,Jan Adhikar Party (Loktantrik),Ramgarh,203,0.30
2015,11,Rajnarayan Rao,355,0.20%,Independent,Ramgarh,203,0.20
2015,12,Baristar Paswan,332,0.20%,Independent,Ramgarh,203,0.20
2015,13,Chhote Lal,282,0.20%,Independent,Ramgarh,203,0.20
2015,1,Niranjan Ram,60911,43.30%,Bharatiya Janta Party,Mohania,204,43.30
2015,2,Sanjay Kumar,53330,37.90%,Indian National Congress,Mohania,204,37.90
2015,3,Ram Raj Ram,9921,7.10%,Bahujan Samaj Party,Mohania,204,7.10
2015,4,Chandra Shekhar Paswan,4530,3.20%,Independent,Mohania,204,3.20
2015,5,Munna Ram,2466,1.80%,Communist Party Of India (Marxist-Leninist) (Liberation),Mohania,204,1.80
2015,6,Dadan Ram,1105,0.80%,Swaraj Party (Loktantrik),Mohania,204,0.80
2015,7,Shailendra Kumar Prabhakar,1085,0.80%,Independent,Mohania,204,0.80
2015,8,Shriniwas Paswan,997,0.70%,Independent,Mohania,204,0.70
2015,9,Brajesh Kumar,909,0.70%,Independent,Mohania,204,0.70
2015,10,Satynrayan Ram,738,0.50%,Bahujan Mukti Party,Mohania,204,0.50
2015,11,Bangali Paswan,711,0.50%,Samajwadi Party,Mohania,204,0.50
2015,12,Dulesh Ram,550,0.40%,Independent,Mohania,204,0.40
2015,13,Vinod Rajak,477,0.30%,Garib Janta Dal (Secular),Mohania,204,0.30
2015,14,Indrajit Ram,446,0.30%,Independent,Mohania,204,0.30
2015,1,Anand Bhushan Pandey,50768,34.60%,Bharatiya Janta Party,Bettiah,8,34.60
2015,2,Doctor Pramod Kumar Singh,43024,29.30%,Janata Dal (United),Bettiah,8,29.30
2015,3,Bharat Bind,29983,20.40%,Bahujan Samaj Party,Bettiah,8,20.40
2015,4,Sanjay Kumar Sinha,4857,3.30%,Shiv Sena,Bettiah,8,3.30
2015,5,Vikash Singh,3192,2.20%,Independent,Bettiah,8,2.20
2015,6,Jagmohan Pal,2276,1.60%,Independent,Bettiah,8,1.60
2015,7,Nitu Singh Yadav,1991,1.40%,Samajwadi Party,Bettiah,8,1.40
2015,8,Balram Chaubey,1896,1.30%,Communist Party Of India,Bettiah,8,1.30
2015,9,Ujjwal Kumar Chaubey,1253,0.90%,Independent,Bettiah,8,0.90
2015,10,Poonam Singh Kushwaha,1052,0.70%,Bahujan Mukti Party,Bettiah,8,0.70
2015,11,Ramchandra Vind,934,0.60%,Sarvajan Kalyan Loktantrik Party,Bettiah,8,0.60
2015,12,Akshaibar Singh,897,0.60%,Independent,Bettiah,8,0.60
2015,13,Ranjit Kumar,869,0.60%,Independent,Bettiah,8,0.60
2015,14,Amar Nath Gupta,828,0.60%,Bhartiya Lokmat Rashtrwadi Party,Bettiah,8,0.60
2015,15,Ram Dular Chaudhari,622,0.40%,Independent,Bettiah,8,0.40
2015,16,Saravjeet Singh,502,0.30%,Independent,Bettiah,8,0.30
2015,17,Ram Badan Pathak,338,0.20%,Jawan Kisan Morcha,Bettiah,8,0.20
2015,18,Manoj Kumar Singh,287,0.20%,Aam Janata Party,Bettiah,8,0.20
2015,19,Rajeev Ranjan Kumar,284,0.20%,Naya Daur Party,Bettiah,8,0.20
2015,20,Manoj Kumar Gupta,264,0.20%,National Janta Party (Indian),Bettiah,8,0.20
2015,1,Brij Kishor Bind,58913,33.20%,Bharatiya Janta Party,Chainpur,206,33.20
2015,2,Mohammad Zama Khan,58242,32.80%,Bahujan Samaj Party,Chainpur,206,32.80
2015,3,Mahabali Singh,30287,17.10%,Janata Dal (United),Chainpur,206,17.10
2015,4,Alok Kumar Singh,12802,7.20%,Samajwadi Party,Chainpur,206,7.20
2015,5,Parmeshwar Singh,3408,1.90%,Shiv Sena,Chainpur,206,1.90
2015,6,Ranglal Paswan,2573,1.50%,Communist Party Of India (MARXIST),Chainpur,206,1.50
2015,7,Prahalad Bind,1801,1.00%,Independent,Chainpur,206,1.00
2015,8,Surya Kant Prasad,1316,0.70%,Independent,Chainpur,206,0.70
2015,9,Amarendra Pratap Singh,1252,0.70%,Independent,Chainpur,206,0.70
2015,10,Ram Krishna Kharwar Alis R.K. Singh,902,0.50%,Suheldev Bhartiya Samaj Party,Chainpur,206,0.50
2015,11,Prabhu Narayan Singh,900,0.50%,Independent,Chainpur,206,0.50
2015,12,Shrawan Bind,855,0.50%,Independent,Chainpur,206,0.50
2015,13,Tripurari Tiwari,834,0.50%,Atulya Bharat Party,Chainpur,206,0.50
2015,14,Deendayal Singh Kushwaha,512,0.30%,Independent,Chainpur,206,0.30
2015,1,Lalan Paswan,68148,45.10%,Rashtriya Lok Samta Party,Chenari,207,45.10
2015,2,Mangal Ram,58367,38.60%,Indian National Congress,Chenari,207,38.60
2015,3,Ramendra Ram,5455,3.60%,Bahujan Samaj Party,Chenari,207,3.60
2015,4,Aman Kumar,2589,1.70%,Independent,Chenari,207,1.70
2015,5,Ravi Paswan,1752,1.20%,Samajwadi Party,Chenari,207,1.20
2015,6,Mahendra Baitha,1369,0.90%,Independent,Chenari,207,0.90
2015,7,Chinta Devi,1240,0.80%,Rashtra Sewa Dal,Chenari,207,0.80
2015,8,Bipin Ram,854,0.60%,Communist Party Of India (Marxist-Leninist) (Liberation),Chenari,207,0.60
2015,9,Satyanarayan Paswan,804,0.50%,Apna Dal,Chenari,207,0.50
2015,10,Ramashish Ram,659,0.40%,Shoshit Samaj Dal,Chenari,207,0.40
2015,11,Ravishankar Prasad,533,0.40%,Janvadi Party(Socialist),Chenari,207,0.40
2015,12,Pradeep Kumar,421,0.30%,Bahujan Mukti Party,Chenari,207,0.30
2015,1,Ashok Kumar,82766,47.60%,Rashtriya Janata Dal,Sasaram,208,47.60
2015,2,Jawahar Prasad,63154,36.30%,Bharatiya Janta Party,Sasaram,208,36.30
2015,3,Krishna Kumar Singh,9247,5.30%,Independent,Sasaram,208,5.30
2015,4,Dineshwar Singh,3793,2.20%,Bahujan Samaj Party,Sasaram,208,2.20
2015,5,Satendra Sah,2646,1.50%,Samajwadi Party,Sasaram,208,1.50
2015,6,Jyoti Rashmi,1475,0.90%,Rashtra Sewa Dal,Sasaram,208,0.90
2015,7,Satyanand Kumar,1442,0.80%,Independent,Sasaram,208,0.80
2015,8,Chandrama Das,1248,0.70%,Independent,Sasaram,208,0.70
2015,9,Daya Shankar Pandey,1245,0.70%,Independent,Sasaram,208,0.70
2015,10,Dipak Kumar Singh,1112,0.60%,Independent,Sasaram,208,0.60
2015,11,Deen Dayal Singh,755,0.40%,Independent,Sasaram,208,0.40
2015,12,Arjun Kumar Singh,712,0.40%,Independent,Sasaram,208,0.40
2015,13,Parmanand Singh Kushwaha,610,0.40%,Rashtriya Samanta Dal,Sasaram,208,0.40
2015,14,Mohammad Satar Ansari,577,0.30%,Communist Party Of India (MARXIST),Sasaram,208,0.30
2015,1,Bashisht Singh,57018,32.10%,Janata Dal (United),Kargahar,209,32.10
2015,2,Birendra Kumar Singh,44111,24.80%,Rashtriya Lok Samta Party,Kargahar,209,24.80
2015,3,Alok Kumar Singh,27454,15.50%,Independent,Kargahar,209,15.50
2015,4,Md. Shamim Shah,23677,13.30%,Bahujan Samaj Party,Kargahar,209,13.30
2015,5,Ram Dhani Singh,6121,3.40%,Samajwadi Party,Kargahar,209,3.40
2015,6,Shashikant Tiwari,2996,1.70%,Shiv Sena,Kargahar,209,1.70
2015,7,Neeraj Shukla,2765,1.60%,Independent,Kargahar,209,1.60
2015,8,Shiv Shankar Singh,2422,1.40%,Independent,Kargahar,209,1.40
2015,9,Pankaj Kumar Singh,1740,1.00%,Independent,Kargahar,209,1.00
2015,10,Mahendra Prasad Gupta,1587,0.90%,Communist Party Of India,Kargahar,209,0.90
2015,11,Deenanath Prasad,1387,0.80%,Independent,Kargahar,209,0.80
2015,12,Ruby Devi,1254,0.70%,Rashtra Sewa Dal,Kargahar,209,0.70
2015,13,Janaki Bhagat,1194,0.70%,Independent,Kargahar,209,0.70
2015,14,Ram Avtar Gupta,686,0.40%,Janvadi Party(Socialist),Kargahar,209,0.40
2015,15,Akhilesh Rai,602,0.30%,Manavadhikar Janshakti Party,Kargahar,209,0.30
2015,16,Md. Dilbas Ansari,565,0.30%,Independent,Kargahar,209,0.30
2015,17,Rama Prsad Singh,453,0.30%,Bahujan Mukti Party,Kargahar,209,0.30
2015,18,Dev Brat Arya,227,0.10%,Apna Dal,Kargahar,209,0.10
2015,1,Jai Kumar Singh,64699,43.00%,Janata Dal (United),Dinara,210,43.00
2015,2,Rajendra Prasad Singh,62008,41.20%,Bharatiya Janta Party,Dinara,210,41.20
2015,3,Binod Kumar Choubey,4265,2.80%,Shiv Sena,Dinara,210,2.80
2015,4,Sunil Kumar Paswan,3774,2.50%,Independent,Dinara,210,2.50
2015,5,Achche Lal Ram,2769,1.80%,Communist Party Of India (Marxist-Leninist) (Liberation),Dinara,210,1.80
2015,6,Sek Hamahatak Alam,2757,1.80%,Independent,Dinara,210,1.80
2015,7,Manoj Kumar Singh,2234,1.50%,Independent,Dinara,210,1.50
2015,8,Jawahar Singh Yadav,1874,1.20%,Bahujan Samaj Party,Dinara,210,1.20
2015,9,Raghunath Singh,1468,1.00%,Communist Party Of India,Dinara,210,1.00
2015,10,Sanjeev Kumar,854,0.60%,Independent,Dinara,210,0.60
2015,11,Lal Babu Singh,625,0.40%,Shoshit Samaj Dal,Dinara,210,0.40
2015,12,Bhupesh Singh,597,0.40%,Independent,Dinara,210,0.40
2015,13,Mithlesh Kumar,574,0.40%,Independent,Dinara,210,0.40
2015,14,Dinesh Paswan,440,0.30%,Independent,Dinara,210,0.30
2015,15,Arvind Kumar Mishra,271,0.20%,Independent,Dinara,210,0.20
2015,16,Ajay Kumar Singh,269,0.20%,Swabhiman Party,Dinara,210,0.20
2015,17,Kashi Nath Singh Amai,263,0.20%,Samajwadi Party,Dinara,210,0.20
2015,1,Anita Devi,72780,51.60%,Rashtriya Janata Dal,Nokha,211,51.60
2015,2,Rameshwar Prasad,49782,35.30%,Bharatiya Janta Party,Nokha,211,35.30
2015,3,Rajendra Singh,4101,2.90%,Bahujan Samaj Party,Nokha,211,2.90
2015,4,Jawahar Lal Singh,2783,2.00%,Communist Party Of India (Marxist-Leninist) (Liberation),Nokha,211,2.00
2015,5,Virendra Singh,1802,1.30%,Independent,Nokha,211,1.30
2015,6,Yashoda Devi,1570,1.10%,Independent,Nokha,211,1.10
2015,7,Suresh Pandey,913,0.70%,Independent,Nokha,211,0.70
2015,8,Arvind Kumar Chakrawarti,872,0.60%,Hind Congress Party,Nokha,211,0.60
2015,9,Anil Singh,856,0.60%,Independent,Nokha,211,0.60
2015,10,Ram Dayal Singh,772,0.60%,Independent,Nokha,211,0.60
2015,11,Madhav Murari Gupta,500,0.40%,Samajwadi Party,Nokha,211,0.40
2015,12,Himanshu Kumar,430,0.30%,Rashtra Sewa Dal,Nokha,211,0.30
2015,13,Jay Prakash Singh,352,0.30%,Samras Samaj Party,Nokha,211,0.30
2015,14,Aarti Devi,317,0.20%,Apna Dal,Nokha,211,0.20
2015,15,Kanhaiya Sah,242,0.20%,National Youth Party,Nokha,211,0.20
2015,1,Mohammad Iliyas Hussain,49402,33.90%,Rashtriya Janata Dal,Dehri,212,33.90
2015,2,Jitendra Kumar @ Rinku Soni,45504,31.20%,Rashtriya Lok Samta Party,Dehri,212,31.20
2015,3,Pradeep Kumar Joshi,29541,20.30%,Rashtra Sewa Dal,Dehri,212,20.30
2015,4,Ashok Kumar Singh,2197,1.50%,Communist Party Of India (Marxist-Leninist) (Liberation),Dehri,212,1.50
2015,5,Santosh Kumar Pandey,2154,1.50%,Bahujan Samaj Party,Dehri,212,1.50
2015,6,Raju Kumar,2146,1.50%,Independent,Dehri,212,1.50
2015,7,Dr.(PROF.) RAJ KUMAR,1730,1.20%,Independent,Dehri,212,1.20
2015,8,Braj Mohan Singh,1723,1.20%,Communist Party Of India,Dehri,212,1.20
2015,9,Upendra Singh Shakati,1529,1.10%,Samajwadi Party,Dehri,212,1.10
2015,10,Muneshwar Gupta,1280,0.90%,Independent,Dehri,212,0.90
2015,11,Jaglal Yadav,1149,0.80%,Shiv Sena,Dehri,212,0.80
2015,12,Bipin Bihari Singh,935,0.60%,Garib Janta Dal (Secular),Dehri,212,0.60
2015,13,Kamal Kishor Pal,725,0.50%,Independent,Dehri,212,0.50
2015,14,Ram Govind Dhar Dubey,677,0.50%,Independent,Dehri,212,0.50
2015,15,Narendra Kumar Maurya,505,0.40%,Independent,Dehri,212,0.40
2015,1,Sanjay Kumar Singh,59720,39.00%,Rashtriya Janata Dal,Karakat,213,39.00
2015,2,Rajeshwar Raj,47601,31.10%,Bharatiya Janta Party,Karakat,213,31.10
2015,3,Arun Singh,23534,15.40%,Communist Party Of India (Marxist-Leninist) (Liberation),Karakat,213,15.40
2015,4,Madan Prasad Vaishya,3905,2.60%,Independent,Karakat,213,2.60
2015,5,Akhlaque Ahmad,3815,2.50%,Jan Adhikar Party (Loktantrik),Karakat,213,2.50
2015,6,Kashi Nath Singh,3195,2.10%,Bahujan Samaj Party,Karakat,213,2.10
2015,7,Vinay Kumar Singh,2381,1.60%,Sampoorna Kranti Dal,Karakat,213,1.60
2015,8,Rahul Kumar Singh,1906,1.20%,Independent,Karakat,213,1.20
2015,9,Bharat Singh,1300,0.90%,Independent,Karakat,213,0.90
2015,10,Bhagwan Singh,1230,0.80%,Independent,Karakat,213,0.80
2015,11,Banshidhar Singh,583,0.40%,Independent,Karakat,213,0.40
2015,12,Surendra Pandey,487,0.30%,National Janta Party (Indian),Karakat,213,0.30
2015,1,Ravindra Singh,55295,42.60%,Rashtriya Janata Dal,Arwal,214,42.60
2015,2,Chitranjan Kumar,37485,28.90%,Bharatiya Janta Party,Arwal,214,28.90
2015,3,Mahanand Prasad,21354,16.50%,Communist Party Of India (Marxist-Leninist) (Liberation),Arwal,214,16.50
2015,4,Raunak,3650,2.80%,Jan Adhikar Party (Loktantrik),Arwal,214,2.80
2015,5,Arjun Thakur,2584,2.00%,Bahujan Samaj Party,Arwal,214,2.00
2015,6,Amrendra Kumar,1702,1.30%,Samajwadi Party,Arwal,214,1.30
2015,7,Virendra Kumar,1343,1.00%,Independent,Arwal,214,1.00
2015,8,Sikandar Kumar,1312,1.00%,Independent,Arwal,214,1.00
2015,9,Manoj Kumar 'santosh',882,0.70%,Independent,Arwal,214,0.70
2015,10,Lalit Mohan Singh,774,0.60%,Aarakshan Virodhi Party,Arwal,214,0.60
2015,11,Prabhat Kumar,770,0.60%,Rashtriya Sarvodya Party,Arwal,214,0.60
2015,1,Satyadeo Singh,43676,37.80%,Janata Dal (United),Kurtha,215,37.80
2015,2,Ashok Kumar Verma,29557,25.60%,Rashtriya Lok Samta Party,Kurtha,215,25.60
2015,3,Rajendra Yadav,8896,7.70%,Bahujan Samaj Party,Kurtha,215,7.70
2015,4,Prof. Ram Jatan Sinha,6285,5.40%,Independent,Kurtha,215,5.40
2015,5,Bindal Kumar Alias Indal Yadav,5868,5.10%,Shiv Sena,Kurtha,215,5.10
2015,6,Avadhesh Kumar,3960,3.40%,Communist Party Of India (Marxist-Leninist) (Liberation),Kurtha,215,3.40
2015,7,Dr.Satyendra Prakash Yadav,1711,1.50%,Garib Janta Dal (Secular),Kurtha,215,1.50
2015,8,Keshav Prasad,1676,1.50%,Independent,Kurtha,215,1.50
2015,9,Sunil Kumar,1301,1.10%,Independent,Kurtha,215,1.10
2015,10,Nagmani,1187,1.00%,Samras Samaj Party,Kurtha,215,1.00
2015,11,Ramnath Prasad,1070,0.90%,Independent,Kurtha,215,0.90
2015,12,Ranjit Kumar Singh Alias Ranjit Yadav,1029,0.90%,Rashtriya Janvikas Party (Democratic),Kurtha,215,0.90
2015,13,Champa Devi,922,0.80%,Independent,Kurtha,215,0.80
2015,14,Amrender Singh,890,0.80%,Lok Dal,Kurtha,215,0.80
2015,15,"Brajesh Kumar ""guru""",813,0.70%,Aarakshan Virodhi Party,Kurtha,215,0.70
2015,16,Shafikur Raman,794,0.70%,Janta Dal Rashtravadi,Kurtha,215,0.70
2015,17,Surendra Prasad Yadav,749,0.70%,Independent,Kurtha,215,0.70
2015,18,Anjani Kumar Raju,707,0.60%,Independent,Kurtha,215,0.60
2015,19,Rupesh Kumar,584,0.50%,Socialist Unity Centre Of India (COMMUNIST),Kurtha,215,0.50
2015,20,Ram Prabesh Yadav,501,0.40%,Shoshit Samaj Dal,Kurtha,215,0.40
2015,21,Shiv Kumar Singh,487,0.40%,Independent,Kurtha,215,0.40
2015,22,Kaushlendra Kumar,356,0.30%,Pragatisheel Magahi Samaj,Kurtha,215,0.30
2015,1,Mundrika Singh Yadav,76458,50.90%,Rashtriya Janata Dal,Jahanabad,216,50.90
2015,2,Praveen Kumar,46137,30.70%,Rashtriya Lok Samta Party,Jahanabad,216,30.70
2015,3,Santosh Keshari,6716,4.50%,Communist Party Of India (Marxist-Leninist) (Liberation),Jahanabad,216,4.50
2015,4,Gopal Sharma,3065,2.00%,Independent,Jahanabad,216,2.00
2015,5,Bajrangi Yadav,2171,1.40%,Independent,Jahanabad,216,1.40
2015,6,Arvind Kumar Ray,2084,1.40%,Bahujan Samaj Party,Jahanabad,216,1.40
2015,7,Sanjay Kumar,1906,1.30%,Shiv Sena,Jahanabad,216,1.30
2015,8,Manish Kumar Mishra,1597,1.10%,Independent,Jahanabad,216,1.10
2015,9,Ejaz Ahamd,1566,1.00%,Jan Adhikar Party (Loktantrik),Jahanabad,216,1.00
2015,10,Mahesh Kumar,1302,0.90%,Independent,Jahanabad,216,0.90
2015,11,Dhananjay Kumar,982,0.70%,Akhil Bharat Hindu Mahasabha,Jahanabad,216,0.70
2015,12,Awais Amber,682,0.50%,Nationalist Congress Party,Jahanabad,216,0.50
2015,1,Krishan Nandan Prasad Verma,67248,47.60%,Janata Dal (United),Ghosi,217,47.60
2015,2,Rahul Kumar,45623,32.30%,Hindustani Awam Morcha (Secular),Ghosi,217,32.30
2015,3,Rambali Yadav,10894,7.70%,Communist Party Of India (Marxist-Leninist) (Liberation),Ghosi,217,7.70
2015,4,Arvind Kumar Pandey,5900,4.20%,Shiv Sena,Ghosi,217,4.20
2015,5,Vimal Kumar,2358,1.70%,National Janta Party (Indian),Ghosi,217,1.70
2015,6,Rajnish Kumar,1705,1.20%,Independent,Ghosi,217,1.20
2015,7,Javed Alam,1516,1.10%,Bahujan Samaj Party,Ghosi,217,1.10
2015,8,Prabhat Kumar Ranjan,874,0.60%,Nationalist Congress Party,Ghosi,217,0.60
2015,1,Subedar Das,66631,51.20%,Rashtriya Janata Dal,Maner,187,51.20
2015,2,Jitan Ram Manjhi,39854,30.60%,Hindustani Awam Morcha (Secular),Maner,187,30.60
2015,3,Dhananjay Kishor,4705,3.60%,Communist Party Of India (Marxist-Leninist) (Liberation),Maner,187,3.60
